transaction date,transaction number,product type,product scent,product size,cash or card,loyalty number,customer name,loyalty tier,loyalty discount,quantity,sales before discount,sales after discount,profit
2023-01-04,40123045.0,Liquid,Lavender Fields,0.5L,Card,1003753.0,Sherwynd Sparshatt,Bronze,0.05,3.0,14.85,14.11,5.14
2023-01-04,40123046.0,Liquid,Cedarwood Forest,0.25L,Cash,1009634.0,Moll Van geffen,Bronze,0.05,5.0,7.8,7.41,0.76
2023-01-04,40123046.0,Liquid,Rose Garden,1L,Cash,1009634.0,Moll Van geffen,Bronze,0.05,5.0,59.25,56.29,19.54
2023-01-04,40123047.0,Liquid,Eucalyptus Mint,0.5L,Card,1004316.0,Marjory Burr,Silver,0.1,4.999999999999999,44.4,39.96,17.41
2023-01-04,40123048.0,Bar,Rose Garden,4x,Cash,,,,0.0,4.0,33.48,33.48,11.16
2023-01-04,40123048.0,Liquid,Fresh Rain,1L,Cash,,,,0.0,2.0,16.3,16.3,7.38
2023-01-04,40123049.0,Bar,Sandalwood Spice,2x,Cash,,,,0.0,1.0,7.57,7.57,3.69
2023-01-04,40123049.0,Bar,Sandalwood Spice,4x,Cash,,,,0.0,2.0,15.98,15.98,1.3
2023-01-04,40123049.0,Liquid,Eucalyptus Mint,1L,Cash,,,,0.0,1.0,13.27,13.27,4.31
2023-01-04,40123050.0,Bar,Rose Garden,2x,Cash,1003660.0,Teresa Vigars,Silver,0.1,5.0,15.85,14.26,-0.49
2023-01-04,40123050.0,Bar,Eucalyptus Mint,2x,Cash,1003660.0,Teresa Vigars,Silver,0.1,3.0,18.69,16.82,6.05
2023-01-04,40123051.0,Liquid,Sandalwood Spice,1L,Cash,1004248.0,Taffy Weymouth,Bronze,0.05,4.0,52.76,50.12,11.44
2023-01-04,40123052.0,Bar,Ocean Mist,2x,Card,1009131.0,Idalia Janczewski,Bronze,0.05,1.0,2.04,1.94,0.69
2023-01-04,40123052.0,Liquid,Ocean Mist,0.25L,Card,1009131.0,Idalia Janczewski,Bronze,0.05,1.0,1.55,1.47,0.68
2023-01-04,40123052.0,Liquid,Citrus Breeze,1L,Card,1009131.0,Idalia Janczewski,Bronze,0.05,4.0,23.68,22.5,8.3
2023-01-04,40123053.0,Bar,Sandalwood Spice,4x,Cash,1009191.0,Wylie Strute,Silver,0.1,4.0,31.96,28.76,-0.6
2023-01-04,40123053.0,Liquid,Fresh Rain,0.5L,Cash,1009191.0,Wylie Strute,Silver,0.1,3.0,6.75,6.08,-0.64
2023-01-04,40123054.0,Liquid,Fresh Rain,0.5L,Card,1006266.0,Arther Bolus,Silver,0.1,5.0,11.25,10.12,-1.08
2023-01-04,40123054.0,Liquid,Rose Garden,0.5L,Card,1006266.0,Arther Bolus,Silver,0.1,5.0,35.25,31.72,13.22
2023-01-04,40123055.0,Bar,Fresh Rain,4x,Cash,1004260.0,Krispin Slaymaker,,0.0,1.0,4.28,4.28,0.9
2023-01-04,40123056.0,Bar,Eucalyptus Mint,2x,Cash,,,,0.0,4.999999999999999,31.15,31.15,13.2
2023-01-04,40123056.0,Liquid,Citrus Breeze,0.25L,Cash,,,,0.0,4.0,5.84,5.84,2.24
2023-01-04,40123057.0,Bar,Ocean Mist,1x,Card,1005166.0,Emelita Manhood,Bronze,0.05,2.0,2.4,2.28,0.96
2023-01-04,40123057.0,Liquid,Citrus Breeze,0.5L,Card,1005166.0,Emelita Manhood,Bronze,0.05,5.0,12.4,11.78,2.83
2023-01-04,40123058.0,Bar,Lavender Fields,1x,Cash,1004306.0,Frazier Gepson,Silver,0.1,5.0,8.85,7.96,1.71
2023-01-04,40123058.0,Bar,Eucalyptus Mint,1x,Cash,1004306.0,Frazier Gepson,Silver,0.1,1.0,3.49,3.14,1.25
2023-01-04,40123059.0,Liquid,Vanilla Bean,0.25L,Cash,1005850.0,Rosie Rennicks,Gold,0.15,4.0,18.44,15.67,3.67
2023-01-05,50123001.0,Liquid,Lavender Fields,1L,Card,1000339.0,Wallie Zimmermanns,Gold,0.15,5.0,40.45,34.38,4.73
2023-01-05,50123001.0,Liquid,Sandalwood Spice,1L,Card,1000339.0,Wallie Zimmermanns,Gold,0.15,5.0,65.95,56.06,7.71
2023-01-05,50123002.0,Liquid,Fresh Rain,0.25L,Card,1007910.0,Conway Fairbrass,Bronze,0.05,4.0,5.72,5.43,0.91
2023-01-05,50123003.0,Bar,Cedarwood Forest,2x,Card,1004422.0,Shell Zamorano,Bronze,0.05,2.0,6.1,5.79,1.57
2023-01-05,50123004.0,Liquid,Fresh Rain,0.25L,Card,1009732.0,Skylar Richard,Gold,0.15,2.0,2.86,2.43,0.17
2023-01-05,50123004.0,Liquid,Rose Garden,0.25L,Card,1009732.0,Skylar Richard,Gold,0.15,4.0,7.6,6.46,-0.98
2023-01-05,50123004.0,Liquid,Eucalyptus Mint,0.25L,Card,1009732.0,Skylar Richard,Gold,0.15,1.0,4.5,3.82,1.55
2023-01-05,50123005.0,Bar,Eucalyptus Mint,2x,Card,1003441.0,Kellina Macpherson,Bronze,0.05,1.0,6.23,5.92,2.33
2023-01-05,50123005.0,Bar,Eucalyptus Mint,2x,Card,1003441.0,Kellina Macpherson,Bronze,0.05,4.999999999999999,31.15,29.59,11.64
2023-01-05,50123006.0,Bar,Eucalyptus Mint,4x,Card,,,,0.0,2.0,16.6,16.6,3.0
2023-01-05,50123006.0,Bar,Vanilla Bean,4x,Card,,,,0.0,1.0,17.74,17.74,8.74
2023-01-05,50123007.0,Bar,Vanilla Bean,1x,Cash,,,,0.0,2.0,7.28,7.28,2.28
2023-01-05,50123008.0,Bar,Fresh Rain,4x,Cash,1007327.0,Malchy Willingam,,0.0,2.0,8.56,8.56,1.8
2023-01-05,50123008.0,Liquid,Rose Garden,0.25L,Cash,1007327.0,Malchy Willingam,,0.0,4.0,7.6,7.6,0.16
2023-01-05,50123009.0,Liquid,Ocean Mist,1L,Cash,1007549.0,Tracie Kuhne,Bronze,0.05,5.0,22.95,21.8,6.15
2023-01-05,50123010.0,Bar,Ocean Mist,1x,Cash,1007196.0,Sherye Yepiskov,Gold,0.15,4.0,4.8,4.08,1.44
2023-01-05,50123010.0,Liquid,Coconut Dream,0.25L,Cash,1007196.0,Sherye Yepiskov,Gold,0.15,1.0,2.38,2.02,0.29
2023-01-05,50123010.0,Liquid,Cedarwood Forest,1L,Cash,1007196.0,Sherye Yepiskov,Gold,0.15,3.0000000000000004,20.28,17.24,1.46
2023-01-05,50123011.0,Bar,Rose Garden,4x,Cash,1003846.0,Gualterio Kisbee,Gold,0.15,3.0,25.11,21.34,4.6
2023-01-05,50123011.0,Liquid,Lavender Fields,0.5L,Cash,1003846.0,Gualterio Kisbee,Gold,0.15,5.0,24.75,21.04,6.09
2023-01-05,50123011.0,Liquid,Rose Garden,1L,Cash,1003846.0,Gualterio Kisbee,Gold,0.15,1.0,11.85,10.07,2.72
2023-01-05,50123012.0,Bar,Fresh Rain,1x,Card,1006620.0,Cristobal Kreber,Silver,0.1,4.0,6.44,5.8,2.04
2023-01-05,50123012.0,Bar,Fresh Rain,2x,Card,1006620.0,Cristobal Kreber,Silver,0.1,1.0,1.89,1.7,-0.09
2023-01-05,50123012.0,Liquid,Coconut Dream,0.25L,Card,1006620.0,Cristobal Kreber,Silver,0.1,1.0,2.38,2.14,0.41
2023-01-05,50123013.0,Bar,Cedarwood Forest,2x,Cash,1006953.0,Harriette Benez,Gold,0.15,2.0,6.1,5.18,0.96
2023-01-05,50123014.0,Liquid,Rose Garden,0.5L,Cash,,,,0.0,2.0,14.1,14.1,6.7
2023-01-05,50123015.0,Liquid,Eucalyptus Mint,0.25L,Cash,,,,0.0,3.0,13.5,13.5,6.69
2023-01-05,50123015.0,Liquid,Vanilla Bean,0.25L,Cash,,,,0.0,1.0,4.61,4.61,1.61
2023-01-05,50123016.0,Bar,Sandalwood Spice,2x,Cash,,,,0.0,2.0,15.14,15.14,7.38
2023-01-05,50123017.0,Bar,Ocean Mist,2x,Cash,1008512.0,Gordy Pettigrew,Silver,0.1,4.0,8.16,7.34,2.34
2023-01-05,50123017.0,Bar,Sandalwood Spice,2x,Cash,1008512.0,Gordy Pettigrew,Silver,0.1,2.0,15.14,13.63,5.87
2023-01-05,50123018.0,Bar,Fresh Rain,4x,Card,,,,0.0,2.0,8.56,8.56,1.8
2023-01-05,50123018.0,Liquid,Sandalwood Spice,0.25L,Card,,,,0.0,2.0,8.5,8.5,3.6
2023-01-05,50123019.0,Bar,Citrus Breeze,2x,Card,1009157.0,Oliy Abad,Bronze,0.05,2.0,4.04,3.84,1.0
2023-01-05,50123020.0,Bar,Citrus Breeze,1x,Cash,1000159.0,Farrah Kissack,Bronze,0.05,1.0,0.81,0.77,0.02
2023-01-05,50123021.0,Bar,Ocean Mist,4x,Cash,1006088.0,Sayre Gethings,Silver,0.1,1.0,4.65,4.19,1.81
2023-01-05,50123021.0,Bar,Coconut Dream,4x,Cash,1006088.0,Sayre Gethings,Silver,0.1,4.999999999999999,48.15,43.34,17.44
2023-01-05,50123022.0,Bar,Lavender Fields,4x,Card,,,,0.0,1.0,5.1,5.1,0.6
2023-01-05,50123022.0,Bar,Fresh Rain,4x,Card,,,,0.0,2.0,8.56,8.56,1.8
2023-01-05,50123022.0,Liquid,Citrus Breeze,0.25L,Card,,,,0.0,5.0,7.3,7.3,2.8
2023-01-05,50123023.0,Bar,Eucalyptus Mint,4x,Cash,1001006.0,Marv Massot,Gold,0.15,2.0,16.6,14.11,0.51
2023-01-05,50123023.0,Bar,Sandalwood Spice,4x,Cash,1001006.0,Marv Massot,Gold,0.15,2.9999999999999996,23.97,20.37,-1.65
2023-01-05,50123024.0,Bar,Cedarwood Forest,2x,Card,1008194.0,Sybyl Bush,Silver,0.1,1.0,3.05,2.74,0.63
2023-01-05,50123024.0,Liquid,Eucalyptus Mint,0.5L,Card,1008194.0,Sybyl Bush,Silver,0.1,2.0,17.76,15.98,6.96
2023-01-05,50123025.0,Bar,Fresh Rain,2x,Cash,1001973.0,Max Shoebridge,Bronze,0.05,5.0,9.45,8.98,0.03
2023-01-05,50123025.0,Liquid,Vanilla Bean,0.25L,Cash,1001973.0,Max Shoebridge,Bronze,0.05,3.0,13.83,13.14,4.14
2023-01-05,50123025.0,Liquid,Coconut Dream,1L,Cash,1001973.0,Max Shoebridge,Bronze,0.05,5.0,37.5,35.62,1.47
2023-01-05,50123026.0,Bar,Vanilla Bean,2x,Cash,1003807.0,Carney Musgrave,Bronze,0.05,2.0,13.72,13.03,3.53
2023-01-05,50123027.0,Bar,Sandalwood Spice,2x,Card,1009133.0,Licha Sackler,Bronze,0.05,4.0,30.28,28.77,13.25
2023-01-05,50123027.0,Liquid,Fresh Rain,0.5L,Card,1009133.0,Licha Sackler,Bronze,0.05,4.0,9.0,8.55,-0.41
2023-01-05,50123028.0,Liquid,Citrus Breeze,0.25L,Cash,,,,0.0,5.0,7.3,7.3,2.8
2023-01-05,50123028.0,Liquid,Vanilla Bean,0.25L,Cash,,,,0.0,1.0,4.61,4.61,1.61
2023-01-05,50123029.0,Bar,Citrus Breeze,1x,Card,1002370.0,Mackenzie Cowpland,Bronze,0.05,2.0,1.62,1.54,0.04
2023-01-05,50123030.0,Bar,Sandalwood Spice,2x,Card,1007743.0,Anton Norkutt,Silver,0.1,2.0,15.14,13.63,5.87
2023-01-05,50123030.0,Liquid,Sandalwood Spice,0.25L,Card,1007743.0,Anton Norkutt,Silver,0.1,2.0,8.5,7.65,2.75
2023-01-05,50123030.0,Liquid,Citrus Breeze,1L,Card,1007743.0,Anton Norkutt,Silver,0.1,5.0,29.6,26.64,8.89
2023-01-05,50123031.0,Bar,Rose Garden,2x,Cash,1005265.0,Berri Clarkson,Bronze,0.05,4.0,12.68,12.05,0.25
2023-01-05,50123031.0,Liquid,Citrus Breeze,0.5L,Cash,1005265.0,Berri Clarkson,Bronze,0.05,5.0,12.4,11.78,2.83
2023-01-05,50123031.0,Liquid,Fresh Rain,0.5L,Cash,1005265.0,Berri Clarkson,Bronze,0.05,4.0,9.0,8.55,-0.41
2023-01-05,50123032.0,Bar,Cedarwood Forest,1x,Cash,1006570.0,Dani Bicknell,Bronze,0.05,1.0,2.18,2.07,0.96
2023-01-05,50123032.0,Liquid,Vanilla Bean,0.25L,Cash,1006570.0,Dani Bicknell,Bronze,0.05,4.0,18.44,17.52,5.52
2023-01-05,50123033.0,Bar,Fresh Rain,1x,Cash,1008364.0,Leontyne Pybworth,Gold,0.15,4.0,6.44,5.47,1.71
2023-01-05,50123033.0,Liquid,Lavender Fields,0.25L,Cash,1008364.0,Leontyne Pybworth,Gold,0.15,2.0,4.6,3.91,0.91
2023-01-05,50123033.0,Liquid,Fresh Rain,0.25L,Cash,1008364.0,Leontyne Pybworth,Gold,0.15,1.0,1.43,1.22,0.09
2023-01-05,50123034.0,Bar,Coconut Dream,1x,Cash,1000021.0,Britney O'nion,Silver,0.1,4.999999999999999,13.7,12.33,5.13
2023-01-05,50123035.0,Liquid,Citrus Breeze,0.5L,Cash,1000717.0,Joelly Congram,Bronze,0.05,1.0,2.48,2.36,0.57
2023-01-05,50123036.0,Liquid,Eucalyptus Mint,0.5L,Card,,,,0.0,3.0,26.64,26.64,13.11
2023-01-05,50123037.0,Bar,Sandalwood Spice,4x,Card,1002973.0,Abbi Sacker,Bronze,0.05,2.0,15.98,15.18,0.5
2023-01-05,50123037.0,Liquid,Citrus Breeze,0.5L,Card,1002973.0,Abbi Sacker,Bronze,0.05,3.0,7.44,7.07,1.7
2023-01-05,50123038.0,Liquid,Citrus Breeze,0.5L,Cash,1006981.0,Robena Wasbrough,Bronze,0.05,1.0,2.48,2.36,0.57
2023-01-05,50123038.0,Liquid,Sandalwood Spice,1L,Cash,1006981.0,Robena Wasbrough,Bronze,0.05,1.0,13.19,12.53,2.86
2023-01-05,50123039.0,Bar,Eucalyptus Mint,2x,Cash,1004370.0,Harwell Stayt,Bronze,0.05,3.0,18.69,17.76,6.99
2023-01-05,50123040.0,Bar,Cedarwood Forest,1x,Card,1000125.0,Marcy Pareman,Bronze,0.05,1.0,2.18,2.07,0.96
2023-01-05,50123040.0,Liquid,Coconut Dream,1L,Card,1000125.0,Marcy Pareman,Bronze,0.05,4.0,30.0,28.5,1.18
2023-01-05,50123041.0,Liquid,Rose Garden,1L,Cash,1008620.0,Hank Cruess,Silver,0.1,1.0,11.85,10.66,3.31
2023-01-05,50123042.0,Bar,Cedarwood Forest,4x,Cash,1004107.0,Morley Marin,Bronze,0.05,5.0,26.5,25.17,5.17
2023-01-05,50123043.0,Bar,Ocean Mist,1x,Cash,,,,0.0,1.0,1.2,1.2,0.54
2023-01-05,50123043.0,Bar,Cedarwood Forest,4x,Cash,,,,0.0,1.0,5.3,5.3,1.3
2023-01-05,50123043.0,Liquid,Vanilla Bean,0.5L,Cash,,,,0.0,1.0,7.35,7.35,1.38
2023-01-05,50123044.0,Liquid,Cedarwood Forest,0.5L,Cash,1006801.0,Kevyn Bridewell,Silver,0.1,1.0,4.39,3.95,1.3
2023-01-05,50123044.0,Liquid,Sandalwood Spice,1L,Cash,1006801.0,Kevyn Bridewell,Silver,0.1,4.0,52.76,47.48,8.8
2023-01-05,50123045.0,Bar,Rose Garden,1x,Cash,1001263.0,Blake Duxbury,Silver,0.1,4.0,9.8,8.82,2.62
2023-01-05,50123046.0,Bar,Vanilla Bean,2x,Card,1005107.0,Jolyn Schust,Gold,0.15,4.0,27.44,23.32,4.32
2023-01-05,50123046.0,Liquid,Rose Garden,1L,Card,1005107.0,Jolyn Schust,Gold,0.15,5.0,59.25,50.36,13.61
2023-01-05,50123047.0,Bar,Rose Garden,2x,Cash,1008733.0,Linus Cahey,Bronze,0.05,4.0,12.68,12.05,0.25
2023-01-05,50123047.0,Liquid,Fresh Rain,0.25L,Cash,1008733.0,Linus Cahey,Bronze,0.05,2.0,2.86,2.72,0.46
2023-01-05,50123048.0,Bar,Cedarwood Forest,4x,Card,,,,0.0,2.0,10.6,10.6,2.6
2023-01-05,50123048.0,Liquid,Coconut Dream,0.25L,Card,,,,0.0,2.0,4.76,4.76,1.3
2023-01-05,50123049.0,Liquid,Eucalyptus Mint,0.5L,Cash,1007266.0,Bennie Bretherton,Bronze,0.05,2.0,17.76,16.87,7.85
2023-01-05,50123050.0,Bar,Ocean Mist,1x,Cash,1009716.0,Josselyn Drysdall,Bronze,0.05,3.0,3.6,3.42,1.44
2023-01-05,50123051.0,Liquid,Cedarwood Forest,1L,Card,1003469.0,Francesca Dudill,Bronze,0.05,5.0,33.8,32.11,5.81
2023-01-05,50123052.0,Bar,Sandalwood Spice,1x,Card,1009570.0,Balduin De malchar,Silver,0.1,4.0,15.0,13.5,5.34
2023-01-05,50123053.0,Bar,Coconut Dream,1x,Card,1002709.0,Stillman Macmurray,Silver,0.1,1.0,2.74,2.47,1.03
2023-01-05,50123053.0,Bar,Cedarwood Forest,2x,Card,1002709.0,Stillman Macmurray,Silver,0.1,2.0,6.1,5.49,1.27
2023-01-05,50123054.0,Bar,Cedarwood Forest,1x,Card,,,,0.0,3.0,6.54,6.54,3.21
2023-01-05,50123055.0,Bar,Lavender Fields,4x,Card,1009308.0,Bryna Mackiewicz,Silver,0.1,5.0,25.5,22.95,0.45
2023-01-05,50123055.0,Liquid,Fresh Rain,0.5L,Card,1009308.0,Bryna Mackiewicz,Silver,0.1,1.0,2.25,2.02,-0.22
2023-01-05,50123056.0,Bar,Sandalwood Spice,1x,Cash,1007462.0,Emory Robion,Silver,0.1,4.0,15.0,13.5,5.34
2023-01-05,50123056.0,Bar,Citrus Breeze,2x,Cash,1007462.0,Emory Robion,Silver,0.1,2.0,4.04,3.64,0.8
2023-01-05,50123057.0,Liquid,Cedarwood Forest,0.5L,Cash,1005646.0,Elliott Mcgeffen,Bronze,0.05,3.0,13.17,12.51,4.56
2023-01-05,50123057.0,Liquid,Cedarwood Forest,1L,Cash,1005646.0,Elliott Mcgeffen,Bronze,0.05,2.0,13.52,12.84,2.32
2023-01-05,50123058.0,Liquid,Lavender Fields,0.25L,Card,1007598.0,Shannen Veryard,Silver,0.1,1.0,2.3,2.07,0.57
2023-01-05,50123058.0,Liquid,Cedarwood Forest,1L,Card,1007598.0,Shannen Veryard,Silver,0.1,2.0,13.52,12.17,1.65
2023-01-05,50123059.0,Liquid,Rose Garden,1L,Card,1005912.0,Desmond Alcalde,Silver,0.1,1.0,11.85,10.66,3.31
2023-01-05,50123060.0,Liquid,Coconut Dream,0.25L,Cash,1004153.0,Nina Gentric,Bronze,0.05,4.0,9.52,9.04,2.12
2023-01-05,50123060.0,Liquid,Lavender Fields,1L,Cash,1004153.0,Nina Gentric,Bronze,0.05,4.0,32.36,30.74,7.02
2023-01-05,50123061.0,Bar,Coconut Dream,1x,Card,1009083.0,Pearle Rangle,Bronze,0.05,4.0,10.96,10.41,4.65
2023-01-05,50123062.0,Bar,Fresh Rain,1x,Cash,1004901.0,Nathanial Ianinotti,Gold,0.15,4.0,6.44,5.47,1.71
2023-01-05,50123062.0,Liquid,Lavender Fields,1L,Cash,1004901.0,Nathanial Ianinotti,Gold,0.15,2.0,16.18,13.75,1.89
2023-01-05,50123063.0,Bar,Vanilla Bean,1x,Card,,,,0.0,1.0,3.64,3.64,1.14
2023-01-05,50123063.0,Liquid,Fresh Rain,0.25L,Card,,,,0.0,4.0,5.72,5.72,1.2
2023-01-05,50123063.0,Liquid,Fresh Rain,0.5L,Card,,,,0.0,5.0,11.25,11.25,0.05
2023-01-05,50123064.0,Bar,Sandalwood Spice,2x,Card,,,,0.0,4.0,30.28,30.28,14.76
2023-01-05,50123064.0,Liquid,Sandalwood Spice,0.25L,Card,,,,0.0,5.0,21.25,21.25,9.0
2023-01-05,50123065.0,Bar,Coconut Dream,1x,Cash,,,,0.0,1.0,2.74,2.74,1.3
2023-01-05,50123065.0,Liquid,Ocean Mist,0.5L,Cash,,,,0.0,2.0,5.82,5.82,2.66
2023-01-05,50123065.0,Liquid,Vanilla Bean,1L,Cash,,,,0.0,1.0,12.5,12.5,0.65
2023-01-05,50123066.0,Bar,Citrus Breeze,1x,Cash,,,,0.0,2.0,1.62,1.62,0.12
2023-01-05,50123066.0,Bar,Citrus Breeze,2x,Cash,,,,0.0,3.0,6.06,6.06,1.8
2023-01-05,50123066.0,Bar,Fresh Rain,2x,Cash,,,,0.0,4.0,7.56,7.56,0.4
2023-01-05,50123067.0,Bar,Fresh Rain,1x,Cash,,,,0.0,3.0,4.83,4.83,2.01
2023-01-05,50123067.0,Bar,Rose Garden,1x,Cash,,,,0.0,2.9999999999999996,7.35,7.35,2.7
2023-01-06,60123001.0,Bar,Sandalwood Spice,4x,Card,1009596.0,Tony Klausewitz,Gold,0.15,2.9999999999999996,23.97,20.37,-1.65
2023-01-06,60123001.0,Bar,Cedarwood Forest,4x,Card,1009596.0,Tony Klausewitz,Gold,0.15,2.0,10.6,9.01,1.01
2023-01-06,60123001.0,Liquid,Lavender Fields,0.25L,Card,1009596.0,Tony Klausewitz,Gold,0.15,2.0,4.6,3.91,0.91
2023-01-06,60123002.0,Bar,Ocean Mist,1x,Cash,,,,0.0,5.0,6.0,6.0,2.7
2023-01-06,60123003.0,Liquid,Ocean Mist,1L,Card,1004255.0,Martita Swayland,Bronze,0.05,5.0,22.95,21.8,6.15
2023-01-06,60123003.0,Liquid,Vanilla Bean,1L,Card,1004255.0,Martita Swayland,Bronze,0.05,5.0,62.5,59.38,0.13
2023-01-06,60123004.0,Bar,Citrus Breeze,1x,Card,1009627.0,Arlyn Mckimmey,Bronze,0.05,1.0,0.81,0.77,0.02
2023-01-06,60123004.0,Liquid,Citrus Breeze,0.25L,Card,1009627.0,Arlyn Mckimmey,Bronze,0.05,4.0,5.84,5.55,1.95
2023-01-06,60123005.0,Bar,Citrus Breeze,2x,Card,,,,0.0,5.0,10.1,10.1,3.0
2023-01-06,60123005.0,Bar,Sandalwood Spice,4x,Card,,,,0.0,5.0,39.95,39.95,3.25
2023-01-06,60123006.0,Bar,Coconut Dream,4x,Card,,,,0.0,4.999999999999999,48.15,48.15,22.25
2023-01-06,60123007.0,Bar,Cedarwood Forest,1x,Cash,1007246.0,Philippe Lennox,Silver,0.1,1.0,2.18,1.96,0.85
2023-01-06,60123007.0,Bar,Sandalwood Spice,4x,Cash,1007246.0,Philippe Lennox,Silver,0.1,1.0,7.99,7.19,-0.15
2023-01-06,60123008.0,Bar,Cedarwood Forest,4x,Card,,,,0.0,1.0,5.3,5.3,1.3
2023-01-06,60123009.0,Bar,Ocean Mist,2x,Card,,,,0.0,2.0,4.08,4.08,1.58
2023-01-06,60123009.0,Bar,Rose Garden,2x,Card,,,,0.0,5.0,15.85,15.85,1.1
2023-01-06,60123010.0,Bar,Coconut Dream,4x,Card,,,,0.0,1.0,9.63,9.63,4.45
2023-01-06,60123010.0,Liquid,Rose Garden,0.25L,Card,,,,0.0,3.0000000000000004,5.7,5.7,0.12
2023-01-06,60123010.0,Liquid,Eucalyptus Mint,0.5L,Card,,,,0.0,1.0,8.88,8.88,4.37
2023-01-06,60123011.0,Bar,Sandalwood Spice,1x,Card,,,,0.0,1.0,3.75,3.75,1.71
2023-01-06,60123011.0,Bar,Vanilla Bean,4x,Card,,,,0.0,5.000000000000001,88.7,88.7,43.7
2023-01-06,60123011.0,Bar,Coconut Dream,4x,Card,,,,0.0,4.0,38.52,38.52,17.8
2023-01-06,60123012.0,Bar,Coconut Dream,2x,Card,1005536.0,Lew Aherne,Silver,0.1,5.0,21.6,19.44,5.74
2023-01-06,60123012.0,Liquid,Fresh Rain,0.25L,Card,1005536.0,Lew Aherne,Silver,0.1,3.0,4.29,3.86,0.47
2023-01-06,60123012.0,Liquid,Vanilla Bean,1L,Card,1005536.0,Lew Aherne,Silver,0.1,5.0,62.5,56.25,-3.0
2023-01-06,60123013.0,Liquid,Rose Garden,0.25L,Card,1004171.0,Evangeline Manueli,Bronze,0.05,3.0000000000000004,5.7,5.42,-0.16
2023-01-06,60123013.0,Liquid,Citrus Breeze,0.5L,Card,1004171.0,Evangeline Manueli,Bronze,0.05,3.0,7.44,7.07,1.7
2023-01-06,60123014.0,Liquid,Lavender Fields,0.25L,Card,,,,0.0,5.0,11.5,11.5,4.0
2023-01-06,60123014.0,Liquid,Cedarwood Forest,0.25L,Card,,,,0.0,2.0,3.12,3.12,0.46
2023-01-06,60123014.0,Liquid,Fresh Rain,0.5L,Card,,,,0.0,4.0,9.0,9.0,0.04
2023-01-06,60123015.0,Bar,Fresh Rain,2x,Card,1002239.0,Ursola Yurenev,Bronze,0.05,5.0,9.45,8.98,0.03
2023-01-06,60123015.0,Liquid,Rose Garden,0.5L,Card,1002239.0,Ursola Yurenev,Bronze,0.05,3.0,21.15,20.09,8.99
2023-01-06,60123016.0,Bar,Fresh Rain,4x,Cash,,,,0.0,3.0,12.84,12.84,2.7
2023-01-06,60123016.0,Bar,Cedarwood Forest,4x,Cash,,,,0.0,5.0,26.5,26.5,6.5
2023-01-06,60123017.0,Bar,Sandalwood Spice,1x,Cash,1001735.0,Cicily Castangia,Silver,0.1,2.0,7.5,6.75,2.67
2023-01-06,60123017.0,Bar,Coconut Dream,4x,Cash,1001735.0,Cicily Castangia,Silver,0.1,3.0,28.89,26.0,10.46
2023-01-06,60123018.0,Liquid,Vanilla Bean,0.25L,Cash,1009845.0,Enriqueta Capp,Bronze,0.05,4.0,18.44,17.52,5.52
2023-01-06,60123018.0,Liquid,Vanilla Bean,1L,Cash,1009845.0,Enriqueta Capp,Bronze,0.05,1.0,12.5,11.88,0.03
2023-01-06,60123019.0,Bar,Vanilla Bean,2x,Card,1008555.0,Katti Glanvill,Bronze,0.05,1.0,6.86,6.52,1.77
2023-01-06,60123019.0,Liquid,Coconut Dream,0.25L,Card,1008555.0,Katti Glanvill,Bronze,0.05,4.0,9.52,9.04,2.12
2023-01-06,60123019.0,Liquid,Ocean Mist,0.5L,Card,1008555.0,Katti Glanvill,Bronze,0.05,2.0,5.82,5.53,2.37
2023-01-06,60123020.0,Bar,Ocean Mist,2x,Cash,,,,0.0,2.0,4.08,4.08,1.58
2023-01-06,60123021.0,Liquid,Fresh Rain,0.25L,Card,,,,0.0,2.0,2.86,2.86,0.6
2023-01-06,60123022.0,Bar,Vanilla Bean,1x,Card,,,,0.0,4.0,14.56,14.56,4.56
2023-01-06,60123022.0,Bar,Coconut Dream,1x,Card,,,,0.0,2.0,5.48,5.48,2.6
2023-01-06,60123022.0,Liquid,Vanilla Bean,1L,Card,,,,0.0,5.0,62.5,62.5,3.25
2023-01-06,60123023.0,Bar,Lavender Fields,4x,Cash,,,,0.0,2.0,10.2,10.2,1.2
2023-01-06,60123023.0,Liquid,Coconut Dream,1L,Cash,,,,0.0,5.0,37.5,37.5,3.35
2023-01-06,60123024.0,Bar,Eucalyptus Mint,2x,Card,1005731.0,Lemuel Romanet,Gold,0.15,2.0,12.46,10.59,3.41
2023-01-06,60123024.0,Bar,Lavender Fields,4x,Card,1005731.0,Lemuel Romanet,Gold,0.15,2.0,10.2,8.67,-0.33
2023-01-06,60123025.0,Liquid,Citrus Breeze,0.25L,Cash,,,,0.0,1.0,1.46,1.46,0.56
2023-01-06,60123025.0,Liquid,Fresh Rain,1L,Cash,,,,0.0,3.0,24.45,24.45,11.07
2023-01-06,60123025.0,Liquid,Rose Garden,1L,Cash,,,,0.0,3.0,35.55,35.55,13.5
2023-01-06,60123026.0,Bar,Lavender Fields,4x,Cash,1005629.0,Averyl Pawlaczyk,Bronze,0.05,3.0000000000000004,15.3,14.54,1.04
2023-01-06,60123026.0,Bar,Ocean Mist,4x,Cash,1005629.0,Averyl Pawlaczyk,Bronze,0.05,1.0,4.65,4.42,2.04
